id,candidate,party,source_type,date,sentence,L1_label,L1_reasoning,L2_labels,L2_reasoning,spans,content_frames,style_markers,ideological_phrases,confidence,uncertain_boundary,error
_f5d2d188e536_u001,侯友宜,KMT,news,2024-01-08 17:16:00,"柯文哲以「為何台灣必須開創第三條路」為題投書經濟學人(The Economist),他說,兩大黨過去24年輪流執政,都有國會過半且同時掌握行政、立法權的經驗,結果他能夠在2018選舉再度勝選,象徵著台灣民眾普遍對長期主導政治格局的兩黨制缺乏信心。",L1-09,文本核心在分析選舉結果對政治格局的影響，強調柯文哲勝選象徵民眾對兩黨制缺乏信心,L2-01|L2-02,L2-01體現在將台灣作為政治主體討論選舉與政黨政治；L2-02體現在建構兩大黨與第三條路的差異化對比,柯文哲以「為何台灣必須開創第三條路」為題|象徵著台灣民眾普遍對長期主導政治格局的兩黨制缺乏信心,政黨輪替分析|第三條路論述|選民信心危機,投書權威媒體|政治格局診斷語氣,開創第三條路|兩黨制缺乏信心,high,,
_f5d2d188e536_u007,侯友宜,KMT,news,2024-01-08 17:16:00,"透過 Google News 柯文哲指出,第2張處方箋是科學的國防準備,把國防預算提高到占台灣GDP的3%,延續國機國造、國艦國造政策;",L1-03,文本核心在討論國防預算提升與國防自主政策，屬於國家安全議題,L2-01|L2-09,L2-01體現在將台灣作為國防政策主體，L2-09體現在以GDP占比作為量化指標的競爭意識,第2張處方箋是科學的國防準備|把國防預算提高到占台灣GDP的3%|延續國機國造、國艦國造政策,國防預算提升|國防自主政策|科學化國防準備,政策處方箋比喻|量化目標設定|延續性政策強調,國機國造|國艦國造|科學的國防準備,high,,
_5f5021f654b6_u001,侯友宜,KMT,news,2023-12-30 17:10:00,"他也說,總統蔡英文執政8年已創造更有國家尊嚴、擺脫依賴中國經濟的台灣時代,盼民眾能支持美德配穩健延續。",L1-09,文本核心在強調蔡英文執政成果對延續特定候選人組合（美德配）選情的影響，重心在政治後果分析,L2-01|L2-02|L2-11,L2-01體現在將台灣預設為國家主體；L2-02通過擺脫中國經濟依賴建構差異化認同；L2-11通過強調國家尊嚴激發自豪感,創造更有國家尊嚴、擺脫依賴中國經濟的台灣時代|支持美德配穩健延續,執政成果論述|經濟自主訴求|選舉延續呼籲,正面評價措辭|願景式表述|政治動員語氣,國家尊嚴|擺脫依賴中國經濟|美德配,high,,
_f6db20f1037c_u007,赖清德,DPP,news,2023-05-18 05:30:00,"賴清德表示,國際社會對台灣的一致看法是可以信賴的夥伴、充滿活力的民主,這是台灣的品牌價值,既為台灣帶來經濟繁榮,也為台灣帶來民主保障,這場選舉的結果將告訴全世界,這個品牌價值是否繼續維持提升,這個民主社會是否依舊活力滿滿、不怕困難,這塊土地上的人民始終保持善良、堅韌、樂觀、積極。",L1-09,文本核心在分析選舉結果對台灣國際形象與民主活力的政治影響,L2-01|L2-15|L2-11,L2-01體現將台灣預設為國際行為主體，L2-15強調民主價值作為身份核心，L2-11通過讚美民主活力激發自豪感,"國際社會對台灣的一致看法是可以信賴的夥伴、充滿活力的民主|這場選舉的結果將告訴全世界,這個品牌價值是否繼續維持提升|這個民主社會是否依舊活力滿滿、不怕困難",民主價值作為國際品牌|選舉結果決定國際形象|人民特質支撐民主韌性,品牌化論述|正向價值強化|集體身份建構,充滿活力的民主|品牌價值|民主保障,high,,
_ac813a53ae11_u005,赖清德,DPP,news,2023-03-18 17:28:55,"賴清德表示,如沒有民主保障,國際公司、創意研發公司無法持續發展,為了守住台灣,在蔡英文領導下推動全民國防,強調「和平靠國防、國防靠全民」強調和平只有經由力量才能得到,懦弱是最大的挑釁,給予侵略者的政治企圖,所以強化我國國防,是保護自己、民主成果、經濟成就,及人民的生活。",L1-03,文本核心論述國防建設對國家安全與和平的保障，強調防範侵略威脅,L2-07|L2-08|L2-14|L2-15,L2-07建構安全危機，L2-08設定侵略者為共同敵人，L2-14號召全民團結，L2-15強調民主價值需守護,"和平靠國防、國防靠全民|懦弱是最大的挑釁,給予侵略者的政治企圖|強化我國國防,是保護自己、民主成果、經濟成就",國防保障和平|民主需武力守護|全民防衛動員,警示性修辭|二元對立框架|動員式呼籲,和平靠國防|國防靠全民|懦弱是最大的挑釁,high,,
_ecabcded7d07_u024,赖清德,DPP,news,2024-01-12 14:58:00,"研究國際關係的陽明交通大學通識教育中心副教授邱奕宏說:「目的是告訴那些與中國有經濟關係的選民,他們最好把票投給(北京)中意的候選人。」 中國選前又動ECFA腦筋 陸委會:勿低估台灣人智慧 去年對中出口衰退18%史上最差 對美歐逆勢創高 中國人民解放軍過去一年增加了在台灣周圍的軍事侵擾次數,反覆提醒台灣人,北京當局必要時不排除以武力「統一」台灣。",L1-03,文本核心聚焦中國對台灣的軍事威脅與經濟施壓，強調安全風險與衝突可能性,L2-07|L2-08,L2-07體現在建構經濟衰退與軍事侵擾的系統性危機，L2-08體現在將北京設定為具有主觀惡意的共同敵人,"中國人民解放軍過去一年增加了在台灣周圍的軍事侵擾次數|北京當局必要時不排除以武力「統一」台灣|目的是告訴那些與中國有經濟關係的選民,他們最好把票投給(北京)中意的候選人",外部威脅論述|經濟脅迫|軍事威懾,警示性語言|負面定性詞彙,軍事侵擾|武力統一|勿低估台灣人智慧,high,,
_dfb0e2d3b603_u002,赖清德,DPP,news,2023-12-22 13:15:00,"蘇貞昌今天到新北市板橋區傳統市場,為第6選區(板橋西區)民進黨立委參選人張宏陸輔選,一起掃街拉票,爭取購物消費者的支持。",L1-09,文本核心描述政治人物為立委參選人輔選拉票的具體選舉活動，聚焦於選舉競爭與爭取支持的政治後果。,,文本僅描述選舉活動事實，未涉及國家認同建構的相關論述框架。,"為第6選區(板橋西區)民進黨立委參選人張宏陸輔選|一起掃街拉票,爭取購物消費者的支持",選舉輔選活動|立委參選人造勢|基層拉票,事實陳述|中性報導,,high,,
_0f5042991ad4_u000,赖清德,DPP,news,2023-10-12 19:56:00,"吳榮義獲頒金融奉獻獎 賴清德盼打造創新繁榮台灣 2023/10/12 19:56 (10/12 21:51 更新) (中央社記者溫貴香台北12日電)副總統賴清德今天頒發「金融奉獻獎」給總統府資政吳榮義,且說明政府推動淨零及永續發展相關政策,並期盼結合各界力量,打造創新繁榮的台灣,以創新驅動的經濟發展模式,積極投資下一代的科技創新,走在時代的前端。",L1-08,文本核心在說明政府推動的政策方向與發展模式，屬於政策制定與評估範疇,L2-13,提出「打造創新繁榮的台灣」作為共同願景，描繪未來發展藍圖,"政府推動淨零及永續發展相關政策|打造創新繁榮的台灣,以創新驅動的經濟發展模式|積極投資下一代的科技創新,走在時代的前端",政策推動說明|經濟發展模式|科技創新投資,願景式表述|積極前瞻語氣,創新繁榮的台灣|創新驅動的經濟發展模式,high,,
_9f823012606f_u002,侯友宜,KMT,news,2023-10-03 16:30:27,"石百達說明,過去金融領域較重視引導資金,容易忽略投資環境也需要改善,此次賴清德除了提出引導資金,也主張建置更完善的投資環境,不僅提升資金運用的效率與報酬率,也能協助國家發展、增加社會韌性。",L1-01,文本核心聚焦金融資金引導與投資環境改善的經濟議題，強調資金運用效率與報酬率,L2-13,提出協助國家發展、增加社會韌性的共同願景藍圖,"引導資金,也主張建置更完善的投資環境|提升資金運用的效率與報酬率|協助國家發展、增加社會韌性",金融政策優化|投資環境改善|國家發展願景,政策說明語氣|發展導向表述,協助國家發展|增加社會韌性,high,,
_e72458cde2b4_u010,赖清德,DPP,news,2023-05-02 05:30:00,"郭提到,無論韓粉、柯粉、侯粉、賴粉都支持經濟、和平跟清廉,有和平,台灣才有經濟繁榮,有經濟繁榮,台灣才有尊嚴,認同中華民國者,都會支持他的政策。",L1-01,文本核心論述圍繞經濟繁榮與和平的因果關係，並將經濟表現視為國家尊嚴的基礎。,L2-01|L2-13,L2-01體現在將中華民國預設為政策主體；L2-13體現在提出經濟繁榮與尊嚴的未來願景。,"有和平,台灣才有經濟繁榮|有經濟繁榮,台灣才有尊嚴|認同中華民國者,都會支持他的政策",經濟與和平的因果鏈|國家尊嚴的經濟基礎|政策正當性建構,訴諸共識動員|條件式論證,經濟繁榮|中華民國,high,,
_988d79121a4c_u015,赖清德,DPP,news,2023-08-16 09:24:16,"長年在巴拉圭投資的不具名企業家指出,貝尼亞將推動穩步變革,「他不是高喊革命口號的政客,他要的是進步繁榮」。",L1-01,文本核心聚焦經濟發展與繁榮議題，強調穩步變革而非政治口號。,L2-13,通過描繪「進步繁榮」的未來藍圖來構建共同願景。,貝尼亞將推動穩步變革|他要的是進步繁榮,經濟發展願景|穩健改革路徑,務實導向|去政治化表述,進步繁榮|穩步變革,medium,文本較簡短，框架表達相對隱含,
_5b9024b0a319_u005,赖清德,DPP,news,2023-11-11 11:31:57,"陳秀寳說,鄉親的支持讓她非常感動,4年前她對選民的承諾一一兌現,教育文化及經濟面,只要能為地方做的,她都很努力向中央爭取,希望鄉親的肯定可以繼續提攜她,讓她連任成功,繼續為鄉親服務。",L1-09,文本核心聚焦選舉連任訴求與政治後果，強調爭取鄉親肯定以達成連任目標,L2-12|L2-14,L2-12體現服務鄉親的公共責任承諾，L2-14透過連任訴求呼籲團結支持,"希望鄉親的肯定可以繼續提攜她,讓她連任成功|繼續為鄉親服務",選舉承諾兌現|地方建設爭取|連任訴求,感性訴求|服務承諾,為鄉親服務|連任成功,high,,
_cdf00e700705_u004,赖清德,DPP,news,2023-07-30 13:05:31,"賴清德指出,李前總統1950年代赴美留學時,為了研究統計學,已經開始使用電腦,隨後仍持續更新科技產業資訊,李前總統曾提到,國際科技產業的競爭相當激烈,政府應該在土地、電力等資源上成為產業的後盾,而數位領域是未來的趨勢,台灣應該善用半導體科技的優勢,帶領產業達成數位轉型,促進經濟繁榮。",L1-08,文本核心在討論政府應如何支持產業發展的政策方向與評估，包括資源配置和數位轉型策略,L2-13,文本提出數位轉型與經濟繁榮的未來願景，屬於共同願景的建構,"政府應該在土地、電力等資源上成為產業的後盾|台灣應該善用半導體科技的優勢,帶領產業達成數位轉型,促進經濟繁榮",產業政策支持|數位轉型願景|經濟發展目標,政策建議語氣|前瞻性論述,產業的後盾|數位轉型|經濟繁榮,high,,
_9f823012606f_u005,侯友宜,KMT,news,2023-10-03 16:30:27,"淨零轉型方面,石百達指出,淨零轉型是台灣作為世界公民應盡的責任,政府應協助國內產業因應這項重大挑戰,賴清德則是透過鼓勵金融業、協助產業擴大綠色創新,藉此作為淨零轉型的助力,「是用很正面的方式,用鼓勵跟協助的角色來看待這種淨零轉型。」 民進黨總統候選人賴清德召開「國家希望工程」記者會,發表「創新經濟.智慧國家」政策與會的台灣大學財務金融學系教授石百達會後受訪分析,賴清德的金融政策突破過去思維。",L1-08,文本核心在描述政府如何制定與執行淨零轉型政策，包括協助產業因應挑戰、鼓勵金融業參與等具體政策手段,L2-04|L2-12|L2-13,L2-04體現在強調台灣作為世界公民的責任以建構國際正當性；L2-12體現在喚醒產業與金融業的公共責任；L2-13體現在提出淨零轉型與國家希望工程的共同願景,淨零轉型是台灣作為世界公民應盡的責任|政府應協助國內產業因應這項重大挑戰|賴清德則是透過鼓勵金融業、協助產業擴大綠色創新,淨零轉型政策|產業協助與金融支持|世界公民責任,正面鼓勵語氣|政策分析視角|專家背書,世界公民應盡的責任|國家希望工程|創新經濟.智慧國家,high,,
_22bae0f8a1ca_u011,侯友宜,KMT,news,2023-10-03 11:58:35,"賴清德指出,除了護國神山,更要發展護國群山,要支持地方創生與在地產業發展、創造更好就業機會,協助中小及微型企業、服務業及社會企業的發展,讓傳統產業、服務業、觀光業及其他產業持續成長茁壯,強化產學創新鏈結,提高攬才留才能力,並且鼓勵事業內部新創發展,培育新世代隱形冠軍,同時發展國際化會展產業,打造更多元的台灣主題產業展,帶動城市特色發展。",L1-01,文本聚焦於產業發展、就業機會、企業支持等經濟活動與資源分配議題,L2-13,提出發展護國群山、打造多元台灣主題產業展等共同願景藍圖,"發展護國群山,要支持地方創生與在地產業發展、創造更好就業機會|打造更多元的台灣主題產業展,帶動城市特色發展",產業發展規劃|就業機會創造|企業扶持政策|人才培育,政策性宣示|發展導向表述|目標明確化,護國群山|台灣主題產業展,high,,
_71090be5d9f6_u002,侯友宜,KMT,news,2023-06-26 18:06:44,"賴清德今天在總統府接見社團法人高雄市社福慈善總會成員,他提及,過去他曾到高雄與市長陳其邁共同召開記者會,分享台南推動的「有情有疼心ㄟ厝」計畫,當時高雄市社福慈善總會也共襄盛舉,他感到非常欽佩,此計劃源於看到許多年長者或經濟弱勢民眾的生活十分辛苦,之後推及高雄、屏東、雲林、嘉義等縣市,非常感謝高雄市社福慈善總會的參與支持。",L1-04,文本核心在描述關懷年長者與經濟弱勢民眾生活福祉的社會福利計畫,L2-12|L2-14,L2-12體現在強調社會責任與參與支持，L2-14體現在感謝各方共同參與的團結呼籲,看到許多年長者或經濟弱勢民眾的生活十分辛苦|感謝高雄市社福慈善總會的參與支持,社會福利計畫推廣|弱勢群體關懷|跨縣市合作,感恩讚賞語氣|政策成果分享,有情有疼心ㄟ厝,high,,
_1446ed8ea4c5_u004,赖清德,DPP,news,2023-12-25 22:29:00,"有關台美關係經營,蕭美琴說,推動台美關係永遠要以台灣為主體,過程中找到共同價值與利益,例如守護民主自由是共同價值,印太地區的和平穩定與繁榮則是共同利益,就能提升國家安全、經濟、國際參與等,進而壯大台灣。",L1-08,文本核心在闡述台美關係的政策目標與推動策略，包括價值與利益的對接以及預期效果評估,L2-01|L2-04|L2-15,L2-01體現在以台灣為主體的國家定位；L2-04體現在通過共同價值與利益尋求國際合法性；L2-15體現在明確將民主自由作為共同價值基礎,"推動台美關係永遠要以台灣為主體|守護民主自由是共同價值|提升國家安全、經濟、國際參與等,進而壯大台灣",台美關係策略|共同價值與利益|國家安全與發展,政策宣示語氣|價值導向論述,以台灣為主體|守護民主自由|壯大台灣,high,,
_db84c0e0db6f_u005,侯友宜,KMT,news,2023-11-19 18:50:00,"蕭萬長下午特別出席侯友宜、張秀華競選總部成立,他說,與侯友宜不僅同鄉,且都是在菜市場旁長大,並從基層的公務員一步一腳印做起,認真打拚,這就是嘉義人奮鬥的傳統,若是能當選總統,也是嘉義人出頭天的期盼;",L1-09,文本核心在於選舉活動對政治格局的影響，強調候選人當選將實現特定群體的政治願景,L2-01|L2-11|L2-14,L2-01體現以總統選舉建構政治主體性，L2-11激發嘉義人的群體自豪感，L2-14通過選舉動員實現團結號召,"若是能當選總統,也是嘉義人出頭天的期盼|這就是嘉義人奮鬥的傳統|侯友宜、張秀華競選總部成立",選舉政治影響|地域群體認同|基層奮鬥敘事,情感動員|地域歸屬感建構|選舉造勢語言,出頭天|嘉義人奮鬥的傳統|一步一腳印,high,,
_bfae3d8fea3c_u019,侯友宜,KMT,news,2023-12-30 14:43:00,"2016年蔡英文批評馬政府對不起年輕人,但是8年過去,年輕人依舊為了低薪、通膨、高房價而困擾,依舊看不見未來。",L1-01,文本核心聚焦經濟困境，包括低薪、通膨、高房價等具體經濟指標對年輕人的影響。,L2-05|L2-09,L2-05通過對比兩任政府表現重新詮釋歷史承諾；L2-09通過經濟指標對比凸顯現狀與期望的差距。,年輕人依舊為了低薪、通膨、高房價而困擾|依舊看不見未來,經濟承諾未實現|代際困境延續|政策效果對比,批判性對比|負面現狀描述,對不起年輕人|看不見未來,high,,
_010c343bfe08_u000,赖清德,DPP,news,2023-12-22 21:01:00,"吳欣盈提主權基金 盼投入社福解決醫療與長照問題 2023/12/22 21:01 (12/22 21:35 更新) (中央社記者林敬殷台北22日電)副總統候選人唯一一場政見發表會於今晚舉行,民眾黨副總統候選人吳欣盈在第三輪發言時表示,台灣應透過國際連結、數位轉型、綠色金融、永續醫療、主權基金,對內解決產業、民生、醫療等問題,吸引企業投資台灣,提升國家競爭力,創造繁榮光景。",L1-08,文本核心在政策方案設計與目標設定，包括主權基金、數位轉型、綠色金融等具體政策工具,L2-01|L2-13,L2-01體現將台灣作為國家主體的政策論述，L2-13體現創造繁榮光景的未來願景,"台灣應透過國際連結、數位轉型、綠色金融、永續醫療、主權基金|對內解決產業、民生、醫療等問題|提升國家競爭力,創造繁榮光景",政策工具組合|國家競爭力提升|民生問題解決,政策宣示語氣|願景導向表述,主權基金|國家競爭力,high,,
_4dcb6fea7692_u003,赖清德,DPP,news,2023-08-14 18:18:53,"嘉義分署長張岱表示,嘉義分署從日治時期到改制為行政機關,1999年改隸行政院農委會,至今年8月1日起更名為林業及自然保育署嘉義分署,有其歷史脈絡,未來以追求「社會有益、經濟可行、環境適宜」三者平衡的永續林業及保育為目標。",L1-08,文本核心在描述機關改制歷程與未來政策目標，聚焦政策制定與評估過程,L2-13,提出「社會有益、經濟可行、環境適宜」三者平衡的永續願景，建構共同目標,"從日治時期到改制為行政機關,1999年改隸行政院農委會|未來以追求「社會有益、經濟可行、環境適宜」三者平衡的永續林業及保育為目標",機關沿革與改制歷程|永續發展三要素平衡|林業及自然保育政策目標,官方機構表述|目標導向話語|平衡論述,社會有益、經濟可行、環境適宜|永續林業及保育,high,,
_91b03f3014d8_u002,赖清德,DPP,news,2023-07-15 19:49:00,"潘尼亞(Santiago Peña Palacios) 生日:1978年11月16日 政黨:紅黨(Colorado Party) 經歷:巴拉圭財政部長、國際貨幣基金(IMF)駐華盛頓經濟學家 對台主張:承諾將會繼續維持巴拉圭與台灣邦交、捍衛與台灣的歷史關係 (Santiago Peña Palacios,另譯:貝尼亞)伉儷應政府邀請於7月11日抵台,展開至15日為期5天的訪問行程。",L1-08,文本核心是描述巴拉圭總統訪台行程安排及外交政策立場，屬於政策執行與國際關係範疇,L2-01|L2-04,L2-01體現在將台灣作為主權國家接待外賓，L2-04體現在強調維持邦交的國際合法性,應政府邀請於7月11日抵台|承諾將會繼續維持巴拉圭與台灣邦交,外交訪問行程|邦交關係維護|國際政治承諾,正式外交辭令|事實陳述語氣,維持邦交|捍衛歷史關係,high,,
_59012a282b04_u000,赖清德,DPP,news,2023-09-27 14:50:00,"賴清德與創黨黨員餐敘 談大選一定成功守護台灣 2023/9/27 14:50 (9/27 16:28 更新) (中央社記者葉素萍台北27日電)民進黨主席賴清德今天出席37週年黨慶創黨先進聯誼餐會,他說,在歷史關鍵時刻擔任民進黨主席、參選總統,覺得光榮且責任重大,民進黨守護台灣、促進民主和平繁榮的決心沒有改變,明年1月13日大選一定能夠成功守護台灣。",L1-09,文本核心聚焦於總統大選對政治權力格局的影響，強調選舉結果將決定台灣的守護與否,L2-01|L2-13|L2-14,L2-01體現在將台灣作為國家主體來守護，L2-13提出民主和平繁榮的共同願景，L2-14通過選舉號召團結行動,"明年1月13日大選一定能夠成功守護台灣|民進黨守護台灣、促進民主和平繁榮的決心沒有改變|在歷史關鍵時刻擔任民進黨主席、參選總統,覺得光榮且責任重大",選舉勝利確保國家安全|政黨延續民主和平繁榮使命|歷史關鍵時刻的政治責任,使命宣告式語氣|未來導向的確定性表述|光榮與責任的情感渲染,守護台灣|民主和平繁榮|歷史關鍵時刻,high,,
_d9fbebb12013_u014,赖清德,DPP,news,2023-09-29 19:24:00,"蘇貞昌在新書裡回憶,當時只有立委吳秉叡說,「如果民進黨生死存亡之際,臨危不救,歷史怎麼評斷蘇貞昌?」他最後決定扛下重擔,並認為政府應該做得更好,不能讓中國跟傾中勢力,就這樣把台灣擊潰。",L1-09,文本聚焦於蘇貞昌參選決策對民進黨歷史評價與政治存亡的影響,L2-07|L2-08,L2-07體現在'生死存亡之際'的危機建構，L2-08體現在將'中國跟傾中勢力'設定為共同敵人,"如果民進黨生死存亡之際|不能讓中國跟傾中勢力,就這樣把台灣擊潰",政黨存亡危機|外部勢力威脅|歷史評價考量,回憶敘事|危機修辭|敵對化表述,生死存亡之際|中國跟傾中勢力|把台灣擊潰,high,,
_a74ee371b176_u001,侯友宜,KMT,news,2023-11-14 19:21:00,"郭台銘表示,感謝百萬民眾將改造台灣的歷史責任託付給他與賴佩霞,將持續推出政見,不忘所託、全力以赴。",L1-09,文本核心聚焦於選舉責任與政治承諾，強調對政治進程的影響,L2-01|L2-12|L2-14,L2-01體現在將台灣作為政治主體，L2-12強調公共責任，L2-14體現團結號召,將改造台灣的歷史責任託付給他與賴佩霞|不忘所託、全力以赴,選舉責任承諾|政治改造使命|全力以赴決心,莊重承諾語氣|使命感表述,改造台灣|歷史責任|全力以赴,high,,
_a74ee371b176_u001,柯文哲,TPP,news,2023-11-14 19:21:00,"郭台銘表示,感謝百萬民眾將改造台灣的歷史責任託付給他與賴佩霞,將持續推出政見,不忘所託、全力以赴。",L1-09,文本聚焦於選舉責任與政治承諾，核心在於政治進程與權力格局的影響,L2-01|L2-12|L2-14,L2-01體現在將台灣作為政治主體，L2-12強調歷史責任與託付，L2-14體現在全力以赴的團結號召,將改造台灣的歷史責任託付給他與賴佩霞|不忘所託、全力以赴,選舉責任承擔|政治承諾履行|歷史使命,正式政治宣言|責任導向|積極承諾,改造台灣|歷史責任|全力以赴,high,,
_a74ee371b176_u001,赖清德,DPP,news,2023-11-14 19:21:00,"郭台銘表示,感謝百萬民眾將改造台灣的歷史責任託付給他與賴佩霞,將持續推出政見,不忘所託、全力以赴。",L1-09,文本核心在於選舉承諾與政治責任，強調對選民託付的回應及對政治進程的影響,L2-01|L2-12|L2-14,L2-01體現在將台灣作為政治主體，L2-12強調歷史責任與託付，L2-14體現在全力以赴的團結號召,將改造台灣的歷史責任託付給他與賴佩霞|不忘所託、全力以赴,選民託付|政治責任|政見承諾,鄭重承諾語氣|使命感表述,改造台灣|歷史責任|全力以赴,high,,
_1445a8162cbb_u005,赖清德,DPP,news,2023-04-06 18:55:31,"「從沒想過有形的東西,在34年以後,以為不見的東西,可能會走到世界很多的地方。」總統府資政、鄭南榕遺孀葉菊蘭說,沒想過34年前那個燒得漆黑的總編輯室,會以數位的模樣走入人們的客廳或手機,這段歷史應該不斷被訴說,時刻提醒下一代捍衛自由的可貴。",L1-06,文本核心在透過歷史事件詮釋自由價值的捍衛與傳承，屬於政府治理與法治價值的範疇,L2-05|L2-06|L2-15,L2-05體現在對鄭南榕事件的重新詮釋，L2-06透過具體歷史記憶塑造集體認同，L2-15強調自由價值的捍衛,"34年前那個燒得漆黑的總編輯室,會以數位的模樣走入人們的客廳或手機|時刻提醒下一代捍衛自由的可貴",歷史事件數位化傳承|自由價值捍衛|世代教育責任,情感化歷史敘事|價值呼籲語氣|象徵性語言,捍衛自由,high,,
_9f823012606f_u005,赖清德,DPP,news,2023-10-03 16:30:27,"淨零轉型方面,石百達指出,淨零轉型是台灣作為世界公民應盡的責任,政府應協助國內產業因應這項重大挑戰,賴清德則是透過鼓勵金融業、協助產業擴大綠色創新,藉此作為淨零轉型的助力,「是用很正面的方式,用鼓勵跟協助的角色來看待這種淨零轉型。」 民進黨總統候選人賴清德召開「國家希望工程」記者會,發表「創新經濟.智慧國家」政策與會的台灣大學財務金融學系教授石百達會後受訪分析,賴清德的金融政策突破過去思維。",L1-08,文本核心在描述政府如何制定與執行淨零轉型政策，包括協助產業因應挑戰、鼓勵金融業參與等具體政策手段,L2-04|L2-12|L2-13,L2-04體現在強調台灣作為世界公民的國際責任；L2-12體現在喚醒產業與金融業的公共責任；L2-13體現在提出國家希望工程的共同願景,淨零轉型是台灣作為世界公民應盡的責任|政府應協助國內產業因應這項重大挑戰|賴清德則是透過鼓勵金融業、協助產業擴大綠色創新,淨零轉型政策|產業協助機制|金融創新支持|國際責任論述,正面鼓勵導向|政策突破論述|專家背書權威,世界公民應盡的責任|國家希望工程|創新經濟.智慧國家,high,,
_5d0fba6d3eed_u010,赖清德,DPP,news,2023-05-29 20:04:58,"說到這,黃暐瀚便直言:「什麼王金平早餐會、地方拜會,都不是原因,台灣早是『一日生活圈』,搭個高鐵,趕在傍晚前回台北,絕對來得及。」 黃暐瀚接著點出侯陣營根本不想要爭取年輕選票,還不忘調侃侯友宜日前誤將「淡水阿給念成阿『ㄐㄧˇ』」這件事,「身為新北市長,卻不知道淡水阿給的發音?明明最缺年輕票,卻在大學生總統參選人面對面,唯一缺席!你看台大政治系特別把侯友宜的照片反黑,打上問號,大玩『寶可夢梗』,顯然對侯友宜的缺席,心有不滿。一旦變成年輕人嘲諷的對象,就再也回不去了。侯團隊需慎之、改之。」 此外,黃暐瀚今早開直播回應網友提問時,批評侯友宜落跑選總統一事,將侯比喻成中國小說史上最知名渣男角色「陳世美」,表示侯去年如果就打算選總統,那就不應該選新北市長,「陳世美為什麼當初要結婚呢?你結婚了以後為什麼又要去當駙馬呢?會被討厭也是正常」。",L1-09,文本核心在分析侯友宜缺席活動、發音錯誤等事件對其選情及年輕選票的負面政治影響,L2-10,通過嘲諷侯友宜發音錯誤、缺席活動等引發對其不滿的集體情緒,"一旦變成年輕人嘲諷的對象,就再也回不去了|會被討厭也是正常|台大政治系特別把侯友宜的照片反黑,打上問號,大玩『寶可夢梗』",選票爭取分析|政治人物形象損害|年輕選民態度,嘲諷語氣|比喻修辭|直接批評,年輕選票|渣男角色|落跑選總統,high,,
_e77b6cf01770_u004,侯友宜,KMT,news,2023-08-28 14:52:00,"媒體報導指出,楊志良昨天出席主流民意大聯盟新竹場造勢致詞時提及,「為什麼會家暴?是因為心情鬱卒,沒有辦法去修理蔡總統,沒有辦法去修理行政院長陳建仁,因為他們有保鏢,所以去修理更弱的另一半,打老婆、打小孩」 對此,郭台銘在記者會中接受媒體提問時表示,昨天楊志良主要談的應該是勞保跟健保議題,結果有些脫稿,但今天重點不在這裡,應該拉回到主流民意的勝選。",L1-07,文本核心聚焦於楊志良言論引發的情緒反應及郭台銘對情緒話題的轉移，證據顯示對情緒化言論的處理與公眾反應的關注,L2-10,楊志良的爭議言論可能引發集體憤怒情緒，郭台銘試圖轉移這種情緒焦點,"為什麼會家暴?是因為心情鬱卒,沒有辦法去修理蔡總統|結果有些脫稿,但今天重點不在這裡",家暴歸因爭議|政治人物言論失當|選舉議題轉向,情緒化歸因|爭議性措辭|議題轉移策略,主流民意大聯盟|主流民意的勝選,medium,L2-10證據間接，主要通過爭議言論可能引發的情緒反應推斷,
_cdf00e700705_u004,赖清德,DPP,news,2023-07-30 13:05:31,"賴清德指出,李前總統1950年代赴美留學時,為了研究統計學,已經開始使用電腦,隨後仍持續更新科技產業資訊,李前總統曾提到,國際科技產業的競爭相當激烈,政府應該在土地、電力等資源上成為產業的後盾,而數位領域是未來的趨勢,台灣應該善用半導體科技的優勢,帶領產業達成數位轉型,促進經濟繁榮。",L1-08,文本核心在討論政府應如何支持產業發展的政策方向與評估，包括資源配置和數位轉型策略。,L2-01|L2-09|L2-13,L2-01體現在將台灣視為自主政策主體；L2-09通過國際科技競爭對比激發追趕意識；L2-13提出數位轉型與經濟繁榮的未來願景。,"政府應該在土地、電力等資源上成為產業的後盾|台灣應該善用半導體科技的優勢|帶領產業達成數位轉型,促進經濟繁榮",產業政策支持|科技競爭力|經濟發展導向,權威引述|戰略性論述|前瞻性號召,產業後盾|數位轉型|經濟繁榮,high,,
_73c0b56d4f50_u006,赖清德,DPP,news,2023-03-23 18:00:05,"黃國書發表聲明不再參選立委,兩人曾長談討論,委員不再參選立委,但中西東南區的工作服務仍然要有人延續下去,委員鼓勵我、也要求我要出來承擔這個責任,強調「這塊土地是我非常熱愛的地方,這裡也是我的家鄉,只要能為台中為中西東南區為台灣做更多的事,我一定會出來承擔,團結、延續、守護就是我參選的目標,也希望在過程中帶給大家這樣的價值」。",L1-09,文本核心聚焦於政治職位繼承與選舉目標對地方服務延續的影響，屬於政治後果範疇,L2-12|L2-14,L2-12體現於承擔責任的呼籲，L2-14明確出現團結號召,委員鼓勵我、也要求我要出來承擔這個責任|團結、延續、守護就是我參選的目標,政治繼承|地方服務延續|家鄉認同,責任導向|情感認同|使命宣告,承擔責任|團結延續守護|為台灣做更多的事,high,,
